record_date,account_type,transaction_type,transaction_catg,transaction_catg_desc,transaction_today_amt,transaction_mtd_amt,transaction_fytd_amt,table_nbr,table_nm,src_line_nbr,record_fiscal_year,record_fiscal_quarter,record_calendar_year,record_calendar_quarter,record_calendar_month,record_calendar_day
2024-07-01,Treasury General Account (TGA),Withdrawals,IAP - Multilateral Assistance,null,0,0,2298,II,Deposits and Withdrawals of Operating Cash,160,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,IAP - US Int'l Devlop Finance Corp (DFC),null,0,0,2433,II,Deposits and Withdrawals of Operating Cash,161,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,Judicial Branch - Courts,null,5,5,1904,II,Deposits and Withdrawals of Operating Cash,162,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,Legislative Branch - misc,null,2,2,1357,II,Deposits and Withdrawals of Operating Cash,163,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,Legislative Branch - Library of Congress,null,6,6,482,II,Deposits and Withdrawals of Operating Cash,164,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,NASA,null,0,0,16875,II,Deposits and Withdrawals of Operating Cash,165,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,National Credit Union Admin (NCUA),null,0,0,467,II,Deposits and Withdrawals of Operating Cash,166,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,National Science Foundation (NSF),null,144,144,6243,II,Deposits and Withdrawals of Operating Cash,167,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,Office of Personnel Mgmt (OPM) - misc,null,0,0,401,II,Deposits and Withdrawals of Operating Cash,168,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,OPM - Civil Serv Retirement & Disability,null,7060,7060,70739,II,Deposits and Withdrawals of Operating Cash,169,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,OPM - Federal Employee Insurance Payment,null,250,250,77432,II,Deposits and Withdrawals of Operating Cash,170,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,Railroad Retirement Board (RRB) - misc,null,1,1,44,II,Deposits and Withdrawals of Operating Cash,171,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,RRB - Benefit Payments,null,1276,1276,12833,II,Deposits and Withdrawals of Operating Cash,172,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,Securities and Exchange Commission (SEC),null,0,0,1268,II,Deposits and Withdrawals of Operating Cash,173,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,Small Business Administration (SBA),null,18,18,5225,II,Deposits and Withdrawals of Operating Cash,174,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,Social Security Admin (SSA) - misc,null,10,10,3884,II,Deposits and Withdrawals of Operating Cash,175,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,SSA - Benefits Payments,null,318,318,963710,II,Deposits and Withdrawals of Operating Cash,176,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,SSA - Supplemental Security Income,null,4881,4881,46371,II,Deposits and Withdrawals of Operating Cash,177,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,United States Postal Service (USPS),null,150,150,33400,II,Deposits and Withdrawals of Operating Cash,178,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,US Army Corps of Engineers,null,0,0,19315,II,Deposits and Withdrawals of Operating Cash,179,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,Unclassified,null,933,933,178643,II,Deposits and Withdrawals of Operating Cash,180,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,Public Debt Cash Redemp. (Table IIIB),null,132245,132245,20414663,II,Deposits and Withdrawals of Operating Cash,182,2024,4,2024,3,07,01
2024-07-01,Treasury General Account Total Withdrawals,Withdrawals,null,null,265362,265362,25861600,II,Deposits and Withdrawals of Operating Cash,183,2024,4,2024,3,07,01
2024-07-02,Treasury General Account (TGA),Deposits,Dept of Agriculture (USDA) - misc,null,9,17,2818,II,Deposits and Withdrawals of Operating Cash,1,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,USDA - Commodity Credit Corporation,null,36,60,5651,II,Deposits and Withdrawals of Operating Cash,2,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,USDA - Federal Crop Insurance Corp Fund,null,0,0,3121,II,Deposits and Withdrawals of Operating Cash,3,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,USDA - Loan Repayments,null,26,551,7207,II,Deposits and Withdrawals of Operating Cash,4,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,Dept of Commerce (DOC),null,16,38,3776,II,Deposits and Withdrawals of Operating Cash,5,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,Dept of Defense (DoD),null,42,159,12103,II,Deposits and Withdrawals of Operating Cash,6,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,Dept of Education (ED),null,310,548,48226,II,Deposits and Withdrawals of Operating Cash,7,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,Dept of Energy (DOE),null,44,73,6369,II,Deposits and Withdrawals of Operating Cash,8,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,Dept of Health & Human Serv (HHS) - misc,null,13,27,4840,II,Deposits and Withdrawals of Operating Cash,9,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,HHS - Marketplace Receipts,null,1,2,423,II,Deposits and Withdrawals of Operating Cash,10,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,HHS - Medicare Premiums,null,54,337,42193,II,Deposits and Withdrawals of Operating Cash,11,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,Dept of Homeland Security (DHS) - misc,null,50,108,5323,II,Deposits and Withdrawals of Operating Cash,12,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,DHS - Customs and Certain Excise Taxes,null,125,268,69554,II,Deposits and Withdrawals of Operating Cash,13,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,DHS - Fed Emergency Mgmt Agency (FEMA),null,20,41,2495,II,Deposits and Withdrawals of Operating Cash,14,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,DHS - Seized Assets,null,3,5,1511,II,Deposits and Withdrawals of Operating Cash,15,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,DHS - Transportation Security Admn (TSA),null,3,6,3618,II,Deposits and Withdrawals of Operating Cash,16,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,Dept of Housing & Urban Dev (HUD) - misc,null,5,14,4537,II,Deposits and Withdrawals of Operating Cash,17,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,HUD - Federal Housing Admin (FHA),null,109,186,16279,II,Deposits and Withdrawals of Operating Cash,18,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,Dept of Interior (DOI) - misc,null,4,13,1415,II,Deposits and Withdrawals of Operating Cash,19,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,DOI - Fish and Wildlife and Parks,null,3,10,515,II,Deposits and Withdrawals of Operating Cash,20,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,DOI - Gas and Oil Lease Sales Proceeds,null,3,392,12412,II,Deposits and Withdrawals of Operating Cash,21,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,DOI - Land and Minerals Management,null,2,4,681,II,Deposits and Withdrawals of Operating Cash,22,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,DOI - Water and Science,null,2,5,684,II,Deposits and Withdrawals of Operating Cash,23,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,Dept of Justice (DOJ),null,58,78,10314,II,Deposits and Withdrawals of Operating Cash,24,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,Dept of Labor (DOL) - misc,null,2,4,406,II,Deposits and Withdrawals of Operating Cash,25,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,DOL - Pension Benefit Guaranty Corp.,null,4,6,8836,II,Deposits and Withdrawals of Operating Cash,26,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,Dept of State (DOS),null,19,30,2565,II,Deposits and Withdrawals of Operating Cash,27,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,Dept of Transportation (DOT),null,13,115,1972,II,Deposits and Withdrawals of Operating Cash,28,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,Dept of Treasury (TREAS) - misc,null,1,2,1976,II,Deposits and Withdrawals of Operating Cash,29,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,TREAS - Bureau of Engraving and Printing,null,0,0,911,II,Deposits and Withdrawals of Operating Cash,30,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,TREAS - Comptroller of the Currency,null,0,0,904,II,Deposits and Withdrawals of Operating Cash,31,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,TREAS - Federal Financing Bank,null,0,7,1633,II,Deposits and Withdrawals of Operating Cash,32,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,TREAS - GSE Proceeds,null,0,1,4865,II,Deposits and Withdrawals of Operating Cash,33,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,TREAS - United States Mint,null,30,35,3100,II,Deposits and Withdrawals of Operating Cash,34,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,Taxes - Corporate Income,null,920,1206,407657,II,Deposits and Withdrawals of Operating Cash,35,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,Taxes - Estate and Gift,null,77,113,20322,II,Deposits and Withdrawals of Operating Cash,36,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,Taxes - Federal Unemployment (FUTA),null,3,7,7376,II,Deposits and Withdrawals of Operating Cash,37,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,"Taxes - IRS Collected Estate, Gift, misc",null,5,8,5157,II,Deposits and Withdrawals of Operating Cash,38,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,Taxes - Miscellaneous Excise,null,36,63,65676,II,Deposits and Withdrawals of Operating Cash,39,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,Taxes - Non Withheld Ind/SECA Electronic,null,485,1227,499058,II,Deposits and Withdrawals of Operating Cash,40,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,Taxes - Non Withheld Ind/SECA Other,null,557,1050,398197,II,Deposits and Withdrawals of Operating Cash,41,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,Taxes - Railroad Retirement,null,11,63,5184,II,Deposits and Withdrawals of Operating Cash,42,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,Taxes - Withheld Individual/FICA,null,7459,47005,2503740,II,Deposits and Withdrawals of Operating Cash,43,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,Dept of Veterans Affairs (VA),null,62,96,5656,II,Deposits and Withdrawals of Operating Cash,44,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,District of Columbia,null,0,0,283,II,Deposits and Withdrawals of Operating Cash,45,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,Environmental Protection Agency (EPA),null,2,9,388,II,Deposits and Withdrawals of Operating Cash,46,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,Export-Import Bank,null,0,1,1378,II,Deposits and Withdrawals of Operating Cash,47,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,Federal Communications Commission (FCC),null,2,3,1239,II,Deposits and Withdrawals of Operating Cash,48,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,FCC - Universal Service Fund,null,5,8,6305,II,Deposits and Withdrawals of Operating Cash,49,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,Federal Deposit Insurance Corp (FDIC),null,5,6,62431,II,Deposits and Withdrawals of Operating Cash,50,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,Federal Reserve Earnings,null,0,0,2163,II,Deposits and Withdrawals of Operating Cash,51,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,Federal Retirement Thrift Savings Plan,null,74,285,24943,II,Deposits and Withdrawals of Operating Cash,52,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,Federal Trade Commission (FTC),null,1,4,503,II,Deposits and Withdrawals of Operating Cash,53,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,General Services Administration (GSA),null,9,24,2072,II,Deposits and Withdrawals of Operating Cash,54,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,Independent Agencies - misc,null,7,31,3820,II,Deposits and Withdrawals of Operating Cash,55,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,International Monetary Fund (IMF),null,0,20,7292,II,Deposits and Withdrawals of Operating Cash,56,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,Int'l Assistance Programs (IAP) - misc,null,0,0,4,II,Deposits and Withdrawals of Operating Cash,57,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,IAP - Agency for Int'l Development (AID),null,0,3,137,II,Deposits and Withdrawals of Operating Cash,58,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,IAP - Foreign Military Sales,null,7,1964,39091,II,Deposits and Withdrawals of Operating Cash,59,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,IAP - US Int'l Devlop Finance Corp (DFC),null,3,6,1637,II,Deposits and Withdrawals of Operating Cash,60,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,Judicial Branch - Courts,null,3,8,1684,II,Deposits and Withdrawals of Operating Cash,61,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,Legislative Branch - misc,null,0,1,44,II,Deposits and Withdrawals of Operating Cash,62,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,Legislative Branch - Library of Congress,null,0,0,158,II,Deposits and Withdrawals of Operating Cash,63,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,National Credit Union Admin (NCUA),null,0,0,931,II,Deposits and Withdrawals of Operating Cash,64,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,National Science Foundation (NSF),null,0,0,64,II,Deposits and Withdrawals of Operating Cash,65,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,Office of Personnel Mgmt (OPM) - misc,null,0,0,6,II,Deposits and Withdrawals of Operating Cash,66,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,OPM - Federal Employee Insurance Receipt,null,6,8,3375,II,Deposits and Withdrawals of Operating Cash,67,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,RRB - Natl Railroad Retirement Inv Trust,null,0,182,1001,II,Deposits and Withdrawals of Operating Cash,68,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,RRB - Unemployment Insurance,null,0,0,168,II,Deposits and Withdrawals of Operating Cash,69,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,Securities and Exchange Commission (SEC),null,0,2,2057,II,Deposits and Withdrawals of Operating Cash,70,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,Small Business Administration (SBA),null,101,304,17780,II,Deposits and Withdrawals of Operating Cash,71,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,Social Security Admin (SSA) - misc,null,7,12,721,II,Deposits and Withdrawals of Operating Cash,72,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,SSA - Supplemental Security Income,null,0,0,2728,II,Deposits and Withdrawals of Operating Cash,73,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,State Unemployment Insurance Deposits,null,23,37,34444,II,Deposits and Withdrawals of Operating Cash,74,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,United States Postal Service (USPS),null,491,878,74247,II,Deposits and Withdrawals of Operating Cash,75,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,US Army Corps of Engineers,null,0,2,1122,II,Deposits and Withdrawals of Operating Cash,76,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,Unclassified - Deposits,null,15,21,2021,II,Deposits and Withdrawals of Operating Cash,77,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Deposits,Public Debt Cash Issues (Table IIIB),null,220051,424638,21692091,II,Deposits and Withdrawals of Operating Cash,79,2024,4,2024,3,07,02
2024-07-02,Treasury General Account Total Deposits,Deposits,null,null,231434,482438,26199584,II,Deposits and Withdrawals of Operating Cash,80,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,Corporation for Public Broadcasting,null,0,0,585,II,Deposits and Withdrawals of Operating Cash,81,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,Dept of Agriculture (USDA) - misc,null,121,222,20410,II,Deposits and Withdrawals of Operating Cash,82,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,USDA - Child Nutrition,null,28,54,24822,II,Deposits and Withdrawals of Operating Cash,83,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,USDA - Commodity Credit Corporation,null,6,12,8975,II,Deposits and Withdrawals of Operating Cash,84,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,USDA - Federal Crop Insurance Corp Fund,null,31,65,14542,II,Deposits and Withdrawals of Operating Cash,85,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,USDA - Loan Payments,null,20,59,9851,II,Deposits and Withdrawals of Operating Cash,86,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,USDA - Other Farm Service,null,7,8,3912,II,Deposits and Withdrawals of Operating Cash,87,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,USDA - Supp Nutrition Assist Prog (SNAP),null,267,726,80650,II,Deposits and Withdrawals of Operating Cash,88,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,USDA - Supp Nutrition Assist Prog (WIC),null,31,63,5458,II,Deposits and Withdrawals of Operating Cash,89,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,Dept of Commerce (DOC),null,33,56,7032,II,Deposits and Withdrawals of Operating Cash,90,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,Dept of Defense (DoD) - misc,null,2094,2803,337587,II,Deposits and Withdrawals of Operating Cash,91,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,DoD - Military Active Duty Pay,null,8,4454,74296,II,Deposits and Withdrawals of Operating Cash,92,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,DoD - Military Retirement,null,2,5778,52346,II,Deposits and Withdrawals of Operating Cash,93,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,Dept of Education (ED),null,438,873,182250,II,Deposits and Withdrawals of Operating Cash,94,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,Dept of Energy (DOE),null,158,378,44339,II,Deposits and Withdrawals of Operating Cash,95,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,Dept of Health & Human Serv (HHS) - misc,null,40,61,7094,II,Deposits and Withdrawals of Operating Cash,96,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,HHS - Centers for Disease Control (CDC),null,40,105,12810,II,Deposits and Withdrawals of Operating Cash,97,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,HHS - Federal Hospital Insr Trust Fund,null,867,23539,319046,II,Deposits and Withdrawals of Operating Cash,98,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,HHS - Federal Supple Med Insr Trust Fund,null,902,34312,403848,II,Deposits and Withdrawals of Operating Cash,99,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,HHS - Grants to States for Medicaid,null,3371,3889,461273,II,Deposits and Withdrawals of Operating Cash,100,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,HHS - Health Resources & Services Admin,null,48,101,10646,II,Deposits and Withdrawals of Operating Cash,101,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,HHS - Indian Health Service,null,6,8,7072,II,Deposits and Withdrawals of Operating Cash,102,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,HHS - Marketplace Payments,null,0,0,93093,II,Deposits and Withdrawals of Operating Cash,103,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,HHS - Medicare Prescription Drugs,null,0,12023,93250,II,Deposits and Withdrawals of Operating Cash,104,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,HHS - National Institutes of Health,null,141,267,33385,II,Deposits and Withdrawals of Operating Cash,105,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,HHS - Other Public Health Services,null,26,54,8774,II,Deposits and Withdrawals of Operating Cash,106,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,HHS - Othr Admin for Children & Families,null,97,214,22097,II,Deposits and Withdrawals of Operating Cash,107,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,HHS - Othr Cent Medicare & Medicaid Serv,null,157,687,26459,II,Deposits and Withdrawals of Operating Cash,108,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,HHS - Payments to States,null,92,172,25896,II,Deposits and Withdrawals of Operating Cash,109,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,HHS - Temp Assistance for Needy Families,null,139,139,13134,II,Deposits and Withdrawals of Operating Cash,110,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,Dept of Homeland Security (DHS) - misc,null,109,120,12677,II,Deposits and Withdrawals of Operating Cash,111,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,DHS - Customs & Border Protection (CBP),null,17,29,7857,II,Deposits and Withdrawals of Operating Cash,112,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,DHS - Fed Emergency Mgmt Agency (FEMA),null,70,175,24082,II,Deposits and Withdrawals of Operating Cash,113,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,DHS - Transportation Security Admn (TSA),null,14,14,1907,II,Deposits and Withdrawals of Operating Cash,114,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,Dept of Housing & Urban Dev (HUD) - misc,null,254,4411,64400,II,Deposits and Withdrawals of Operating Cash,115,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,HUD - Federal Housing Admin (FHA),null,65,103,13297,II,Deposits and Withdrawals of Operating Cash,116,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,Dept of Interior (DOI) - misc,null,23,68,13144,II,Deposits and Withdrawals of Operating Cash,117,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,DOI - Fish and Wildlife and Parks,null,10,36,4046,II,Deposits and Withdrawals of Operating Cash,118,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,DOI - Land and Minerals Management,null,7,12,1817,II,Deposits and Withdrawals of Operating Cash,119,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,DOI - Water and Science,null,15,23,2316,II,Deposits and Withdrawals of Operating Cash,120,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,Dept of Justice (DOJ),null,129,145,17250,II,Deposits and Withdrawals of Operating Cash,121,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,Dept of Labor (DOL) - misc,null,31,82,13051,II,Deposits and Withdrawals of Operating Cash,122,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,DOL - Pension Benefit Guaranty Corp.,null,0,90,6075,II,Deposits and Withdrawals of Operating Cash,123,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,DOL - Unemployment Benefits,null,253,425,28361,II,Deposits and Withdrawals of Operating Cash,124,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,Dept of State (DOS),null,92,152,15219,II,Deposits and Withdrawals of Operating Cash,125,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,Dept of Transportation (DOT) - misc,null,-10,-10,3581,II,Deposits and Withdrawals of Operating Cash,126,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,DOT - Federal Aviation Administration,null,164,165,9572,II,Deposits and Withdrawals of Operating Cash,127,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,DOT - Federal Highway Administration,null,85,227,41591,II,Deposits and Withdrawals of Operating Cash,128,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,DOT - Federal Railroad Administration,null,1,32,3383,II,Deposits and Withdrawals of Operating Cash,129,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,DOT - Federal Transit Administration,null,127,204,15391,II,Deposits and Withdrawals of Operating Cash,130,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,Dept of Treasury (TREAS) - misc,null,8,11,3091,II,Deposits and Withdrawals of Operating Cash,131,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,TREAS - Bureau of Engraving and Printing,null,0,0,500,II,Deposits and Withdrawals of Operating Cash,132,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,TREAS - Claims Judgments and Relief Acts,null,1,1,1461,II,Deposits and Withdrawals of Operating Cash,133,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,TREAS - Comptroller of the Currency,null,0,0,258,II,Deposits and Withdrawals of Operating Cash,134,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,TREAS - Federal Financing Bank,null,3,7,46730,II,Deposits and Withdrawals of Operating Cash,135,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,TREAS - IRS Refunds for Puerto Rico,null,0,0,819,II,Deposits and Withdrawals of Operating Cash,136,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,TREAS - Pmt to Resolution Funding Corp,null,0,0,704,II,Deposits and Withdrawals of Operating Cash,137,2024,4,2024,3,07,02
2024-07-02,Treasury General Account (TGA),Withdrawals,TREAS - United States Mint,null,2,7,2844,II,Deposits and Withdrawals of Operating Cash,138,2024,4,2024,3,07,02
